raw_acc:magnitude_stats:mean,raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,proc_gyro:magnitude_stats:mean,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,location_quick_features:mean_abs_lat_deriv,location_quick_features:mean_abs_long_deriv
1.011062,,0.884656,0.236101,,0.046239,-0.137907,-0.017715,316.118827,-219.894098,,-195.608392,1.5e-05,5e-06
1.037368,,0.934936,0.200762,,0.079877,-0.307021,-0.024686,281.900049,-198.10168,99.834487,-172.680995,0.000326,0.00217
0.991187,-0.400913,0.885142,0.189391,,0.002236,-0.003069,0.001252,333.28902,-230.203878,118.246618,-210.003619,2e-06,7e-06
1.003385,,,0.177984,,0.036688,-0.028549,0.015068,331.299263,-241.355154,94.995606,-205.524937,4e-06,5e-06
0.992161,-0.670405,0.678053,0.271704,0.033346,-0.002048,,0.002751,,,89.549041,,1.3e-05,
,,0.489696,,,0.046803,0.008157,,293.708966,,90.490515,,7e-06,6e-06
0.998429,,,,,-0.022652,,,,-248.98764,86.291504,-185.684773,2e-06,
0.994868,,0.186214,0.602536,0.148872,0.000382,0.002,0.003764,,,,-188.744131,4e-06,9e-06
,-0.567567,0.609198,,0.179607,0.017226,,0.039648,331.844157,,102.33535,-202.296251,3e-06,
0.991911,,0.746193,0.297592,0.19235,0.012356,,0.007317,326.971095,,111.033058,-198.048473,,6e-06
,-0.477257,,-0.093602,,,-0.004808,,,-233.331429,106.436313,-214.749191,4e-06,5e-06
,,,0.098165,0.748994,-0.004608,,0.030936,,-214.580073,,-216.022068,,1.1e-05
,-0.210385,0.984088,0.022076,1.908659,,0.059338,,296.793935,-210.479253,102.402491,-181.326744,,0.000983
1.230569,-0.086853,,0.013508,,-0.096254,0.098159,0.199203,279.882915,-177.686432,108.378302,-185.980578,,1e-05
0.992923,-0.715484,0.4203,,0.316614,0.003958,-0.013937,-0.009606,327.520837,-241.982038,106.037727,-193.068461,,1.4e-05
1.000327,-0.132446,0.971048,-0.016555,,,-0.015503,0.028815,309.691328,-195.656383,118.427794,,2e-06,
,,0.942814,0.202696,0.034205,-0.000326,0.001301,-0.001289,331.30922,-201.837014,,-229.810708,4e-06,3e-06
,-0.030608,,-0.104403,,0.017327,,0.009173,267.873588,,111.016859,-163.403489,7e-06,
,0.063672,-0.580394,,0.203213,0.006916,0.005026,-0.011115,279.396652,-188.245591,41.424111,-202.252567,,
,-0.185673,0.96295,-0.018471,0.395081,,0.014772,0.001236,311.10345,-189.59851,120.754302,-214.852369,9e-06,1.4e-05
,-0.096905,0.95065,0.143852,1.42767,-0.087755,0.070082,0.055809,292.804825,-205.186904,,-175.140214,4e-06,8e-06
0.99047,,0.950342,0.003957,,0.002327,-0.003503,,317.097414,,122.134859,,2e-06,
,-0.182763,0.96409,0.01588,0.172917,-0.003449,,0.003942,,-195.649301,,-212.832073,4e-06,
0.988771,-0.149857,0.976431,-0.031838,,0.000779,-0.005996,0.000146,305.911551,-180.644868,124.799846,,,2e-06
,-0.213912,0.955868,0.055797,0.642826,0.024287,,,319.370065,-210.154114,,,8e-06,
1.030415,-0.143435,,,1.127536,-0.030367,0.183521,0.067886,,-200.30704,,-188.143992,1.3e-05,1.9e-05
1.06847,-0.156681,0.980435,0.027365,,-0.017183,-0.141595,0.065912,292.459024,-203.01717,106.359367,-180.295794,5e-06,7e-06
0.997041,-0.237726,0.952539,0.111642,0.28637,-0.007517,0.004379,,,-206.133775,,-213.581988,1.2e-05,1.9e-05
0.998665,-0.122651,,0.025706,0.330222,-0.001765,,0.016687,,-195.747593,,-219.050639,6e-06,4e-06
0.993439,-0.072909,0.980609,,,,,-0.008531,,,111.798898,-181.881326,3e-06,8e-06
,,0.976646,0.041756,0.288678,0.015887,-0.066327,-0.019029,317.936913,-199.376265,,-214.011966,9e-06,1.3e-05
0.990807,-0.150782,0.974689,0.048752,0.069693,-0.00389,0.028537,,325.857117,-212.377502,119.545327,-215.918266,,
0.990409,-0.104579,0.982858,-0.040251,,0.002053,,0.001323,,-190.882966,124.40872,-215.258217,,
1.056687,,,0.032058,1.639652,-0.019406,,0.075851,288.610061,-192.553941,,-187.476246,9e-06,2e-06
1.00044,-0.136971,0.973516,-0.050908,,,0.268803,,305.752602,-191.785413,120.810146,,7e-06,1e-05
0.994862,,,0.041827,0.477084,0.011059,0.025182,0.003086,306.145115,-220.734307,,-181.179881,,9e-06
1.143394,,1.000515,0.039293,2.110892,-0.070715,0.027315,0.127426,281.135512,-171.204484,114.596889,-190.93001,0.000504,0.003167
,0.036547,-0.338164,-0.932024,0.41232,,-0.070238,,294.996497,-198.068844,49.178853,-212.761347,0.000736,
1.010682,0.013345,-0.335818,-0.951894,0.086553,0.005553,,,296.567367,-199.562335,,,0.08145,
1.011067,,-0.373682,-0.931554,0.183648,0.005221,,-0.005855,294.808192,,48.000572,-213.357534,0.0,0.0
1.007224,,-0.438145,,,0.001668,,0.000526,290.916263,,,-210.553625,0.0,0.0
1.006192,,-0.356654,-0.94029,,0.002956,-0.000612,,295.894289,,48.776643,-213.22336,,0.0
,,,,0.115961,-0.014714,,,,,47.810657,-211.906591,0.0,0.0
1.012827,-0.183858,0.955661,-0.097693,0.767779,-0.015761,,-0.030964,301.363355,-203.481806,104.920832,,0.0,0.0
,0.172367,0.965304,-0.058333,0.692754,-0.009909,,-0.032643,,-195.058043,119.334524,-172.447597,,
0.989676,,,-0.020284,0.156725,,,-0.025327,,-178.481571,,,1e-06,2e-06
1.059036,,,-0.194848,1.695748,0.082111,-0.154134,-0.05591,279.169364,-179.854449,101.09419,-187.249504,6e-06,
0.995974,0.052342,0.357772,-0.926752,,-0.004572,,,302.83027,,79.020607,-204.587597,4.3e-05,7.3e-05
1.020478,0.05683,0.482761,-0.752739,0.453786,,0.090668,-0.005916,303.187184,-208.228825,85.662718,-202.830656,5e-05,
0.998301,0.193228,,-0.078112,,-0.006907,-0.013275,-0.006067,275.073344,,,-166.672947,,0.001504
,0.134234,0.258952,,0.140763,,,-0.00323,,-208.269601,85.939811,-202.334319,,0.000551
,0.053108,0.229172,-0.969155,,,,-0.001242,,-208.718357,,,4.5e-05,0.000438
1.001014,0.115292,0.068484,,0.104838,0.004584,-0.001301,-0.002892,299.637104,-206.975272,73.102133,-203.952926,2e-05,
1.000609,0.123468,0.136046,-0.98192,0.099737,,-0.001853,0.002615,300.678517,,79.804564,-202.148348,,
0.998928,0.128841,,-0.964492,0.021704,-0.000187,0.002867,,302.167955,-207.902828,,-202.821294,2.1e-05,0.000104
,0.131218,0.230083,,0.43287,0.053908,,,301.559878,-207.62469,80.676125,-202.963997,,
,,0.219841,-0.960386,0.151359,0.001782,0.000196,-0.008637,303.023088,-207.825138,82.030041,-204.682662,,
1.00085,0.133897,,-0.967531,0.244501,-0.004933,-0.000669,,302.051027,,,-204.270366,,0.001571
1.023603,,,,,,-0.06076,,,-187.130249,118.295642,-171.24399,0.000184,0.000537
,0.141519,,-0.004052,,-0.00307,,0.00913,263.158201,,123.376019,-171.494238,7e-06,
,0.152049,0.963652,-0.041064,,,0.023951,-0.013931,289.280924,-200.525086,122.254223,,,1.3e-05
0.989255,,0.971404,,,-0.005103,0.021,0.00411,,,,-169.462918,,1e-05
0.988866,,0.979146,-0.033209,0.028245,0.001296,-0.001239,,,-149.621957,,-180.710587,1.1e-05,1.7e-05
0.988404,,0.979179,0.021881,0.097864,-0.001382,-0.014126,,260.525228,-155.953461,123.01516,-168.42448,6e-06,6e-06
0.988314,,,-0.02126,0.038,,,-0.004067,270.743065,-148.98284,122.040222,-190.283691,4e-06,6e-06
0.990387,0.28269,,,,0.017477,0.011843,0.00445,,-145.799275,118.524989,-185.45179,0.0,5e-06
0.988956,0.197847,0.964675,-0.006246,0.178779,0.00096,0.009768,-0.006484,260.42314,-148.844201,119.623979,-176.794809,9e-06,7e-06
,0.10602,0.699876,,0.209312,0.044314,-0.004206,0.020944,,,93.085163,,,0.008515
1.026488,0.136355,0.663825,-0.416935,,-0.042755,-0.002169,-0.020665,,-199.596028,101.877935,,5.2e-05,7.3e-05
0.99842,,0.365992,-0.925881,0.076711,0.004479,0.001153,,304.728658,,86.962494,,1e-05,7.6e-05
1.000419,0.08198,0.34059,-0.933789,0.32236,-0.0013,-0.004236,0.003645,304.17753,-207.7629,84.39726,-205.504343,2.4e-05,
0.996787,0.076618,0.30974,,,0.009813,0.008517,-0.007593,305.642372,-208.841973,,,,0.000201
1.000539,0.151879,0.103782,-0.982043,0.260473,,,-0.002211,,,,,0.00012,0.000875
1.006784,,0.972136,,0.562317,-0.012502,-0.024606,,284.309512,,118.759452,-165.692754,0.0001,
0.989359,0.140969,0.97364,-0.001904,0.244471,0.005804,,-0.005048,281.545635,-195.525469,120.430957,,0.000208,
0.990238,0.197452,0.960957,-0.074036,0.289244,-0.011808,,0.00371,,-181.497953,124.679844,-163.808505,4e-06,
1.043572,0.138335,,,1.41574,0.010511,-0.110362,,,,,-178.682595,,0.005507
,,0.974564,0.005739,0.28697,,,,,-195.133586,,,5e-06,8e-06
1.045169,0.160272,0.971406,-0.084333,,,,-0.055632,277.213483,-169.806068,98.009303,-195.710322,,
0.992255,0.092437,0.976808,-0.071999,0.368277,0.025149,0.020424,,266.598621,,124.622934,-176.242514,,0.000128
0.993571,0.218554,0.931322,-0.030434,,0.021625,,-0.00676,,,114.523353,-187.087247,2.3e-05,0.000195
0.994044,,0.953344,,,-0.002434,-0.023151,,,,119.693678,-175.954198,6e-06,7e-06
0.990597,0.365143,,,0.316777,0.026669,0.055973,0.035279,,-144.852404,111.12194,-188.673612,,6e-06
0.99663,0.102106,,-0.9058,0.063212,-0.001058,0.001236,-0.000254,300.965093,,,-201.73938,2.9e-05,0.000103
1.000946,0.157373,,-0.971496,,-0.002725,,-0.009414,302.065665,-206.822682,,-206.852524,5.9e-05,0.000112
0.999561,,0.126616,-0.982734,,0.001359,0.001851,,,-207.935664,75.918028,-205.245358,0.000111,
1.030428,0.083009,-0.083694,-0.762316,0.561376,0.057159,0.083477,-0.130942,,,,,3.1e-05,0.00012
1.02781,-0.156958,0.952794,,,-0.031198,0.078961,0.024355,304.682603,-192.586348,,-204.36023,1.1e-05,4e-06
,,0.965831,,0.05012,,-0.002708,0.000853,321.313937,-200.712873,,-220.819229,2e-06,2e-06
0.987815,-0.73652,0.328509,0.569496,,-0.000103,0.00256,0.001339,324.489195,-245.691405,95.56194,,1e-06,3e-06
0.988309,-0.48217,0.589706,0.46258,0.161071,,-0.00387,,321.828667,,103.848699,-188.035613,5e-06,1.1e-05
,-0.201203,0.957517,0.059569,,0.003903,-0.016033,0.019185,303.907683,,,-185.279341,2e-06,4e-06
0.991383,-0.174212,0.961077,,0.37246,0.00827,,-0.008671,266.412849,,113.080129,-179.823379,6.2e-05,
1.042475,,0.975535,,1.31651,,-0.316175,0.025672,282.818153,,103.682657,,8e-06,5e-06
0.988219,-0.150639,,,0.212412,0.00147,,-0.002449,303.785335,-180.386259,119.807286,-212.873054,,
0.993117,-0.100213,,-0.042239,0.33015,0.003962,0.028313,0.010869,312.654034,-190.74819,123.132817,,4e-06,5e-06
,,,0.03623,,,,-0.010122,324.049954,,122.120153,,5e-06,
,,,,,0.000441,-0.001391,-0.000605,321.28759,-245.595687,95.258418,,5e-06,7e-06
0.990893,,,-0.006411,,0.012969,-0.087274,,,,,-205.756672,,0.000263
0.986995,-0.168923,,,0.31662,,,,318.937683,-228.568743,119.376088,-187.465221,3e-06,
,-0.107882,0.972534,,0.256834,0.005038,0.005898,-0.005079,,-214.772151,124.374403,-209.866533,1e-05,5e-06
0.993442,-0.097844,,0.138676,,,-0.070061,0.002783,,-210.026421,121.033738,-166.818145,,
,-0.214592,,0.579773,0.359383,-0.033883,-0.096802,,269.827943,,68.058417,-183.550899,3.9e-05,0.000342
,,0.962922,0.100087,,,0.001478,-0.01331,325.914199,-217.552459,,-211.348263,5e-06,
1.016139,-0.190721,0.755099,0.223296,0.901117,-0.046135,,0.04321,308.27465,-199.519197,,-202.590808,0.00224,0.009139
1.010627,,,0.034518,,,,0.022022,297.786986,,108.700156,,,
,-0.090662,0.974059,0.00571,0.589672,-0.02298,-0.007925,0.010992,,-176.733336,113.56909,-205.379947,0.00084,0.006025
1.020099,-0.125008,0.960545,0.088476,1.196592,-0.029686,0.152304,0.096665,303.736177,-208.746041,,,6e-06,5e-06
0.988884,-0.019009,0.980218,0.064442,0.23494,0.000527,,-0.000784,306.323076,-221.681607,120.636857,-173.255548,4e-06,
,,0.974411,,0.121264,-0.00629,0.014308,-0.004441,,,,-182.025068,,
0.991924,-0.127592,,,0.069728,0.000593,0.000712,0.001685,,-170.895656,83.022243,-164.598151,,
,-0.163839,0.404917,0.883562,0.227752,,,-0.010737,261.24674,-174.408437,93.92731,,0.000195,0.002558
0.993117,,0.426987,0.875502,0.17297,,-0.002339,-0.007614,256.634505,,,-161.662981,1.9e-05,0.000139
,-0.133658,,0.904994,0.170591,0.002273,,,253.043853,,,-163.45903,6.7e-05,0.000127
0.99071,0.081487,0.579655,,0.070224,,0.00056,,252.782538,-169.318682,79.29642,,6.9e-05,
0.997029,-0.187723,,,0.197092,,0.004028,0.013294,250.602665,-174.995832,,-166.348643,6.3e-05,
0.994319,-0.072551,0.191225,0.971436,0.107323,-0.001031,,0.010067,248.350232,-167.835494,,-168.299875,,
,-0.087833,0.065992,0.989777,0.062021,,,-0.015018,,-173.349967,68.917829,-172.233751,7e-05,0.000103
0.996993,,,0.984529,0.012662,-0.000423,0.000281,,254.466965,-174.420455,64.613097,-173.651619,1.9e-05,
1.02296,,0.661332,,0.920639,,,0.006618,286.347672,-182.592692,99.914417,-195.618376,,0.000258
0.990713,-0.103679,0.968093,,,,0.035781,,328.783169,,121.031607,-211.300003,0.00049,0.003694
0.988992,-0.128376,,,0.259743,0.002936,,0.002979,327.863945,-221.703069,117.383796,,4e-06,
0.988548,-0.042971,0.97933,,0.136194,-0.009524,0.009957,-0.007084,324.301455,-209.55835,124.212411,-214.006974,3e-06,9e-06
0.988951,-0.060952,0.975939,0.109017,0.147213,,-0.035806,-0.004512,,,,-213.827244,,1.4e-05
0.997252,-0.36276,,,0.034909,0.001905,-0.000116,0.002832,273.152525,,95.686419,-154.056711,,3e-06
1.044279,,0.977528,0.05567,,-0.057587,,,289.818248,-197.734263,103.94696,-183.47726,,7e-06
0.989331,-0.1872,0.956121,0.049322,0.243237,,-0.016538,-0.009613,,-204.484691,122.557745,-212.39003,,
0.989861,-0.235454,0.948219,-0.032503,,,,-0.008538,320.698546,-203.796214,117.80455,-217.610929,2e-06,4e-06
1.014622,-0.124771,,0.078162,1.160041,0.000987,-0.108307,0.015393,,,,-173.806178,0.000708,0.000167
0.992966,-0.135883,0.94565,,0.519113,,0.021264,0.015405,319.88611,-209.611574,124.234578,,,0.011389
,-0.132916,,,0.188228,0.014743,-0.008026,,317.117525,,119.170401,-182.5083,,6e-06
0.98663,-0.195088,0.953641,0.134923,,-0.001839,0.00429,,,,116.687229,-181.104993,5.4e-05,0.000241
1.000089,-0.350927,-0.037588,0.793531,,-0.01956,-0.072389,-0.080761,285.649408,-213.29583,,,0.000723,0.00539
0.987007,-0.077111,0.970307,0.095264,,-0.004533,,-0.017267,314.63951,,,,7.7e-05,0.00053
1.043857,-0.064578,0.985809,,1.178414,-0.058002,-0.0312,0.035744,297.01311,-212.484165,114.51099,-171.925465,8e-06,8e-06
,-0.203523,0.944942,0.042605,0.424052,,,-0.010234,316.381043,,115.72913,,5e-06,2e-06
,-0.242908,,0.448499,,,-0.374708,,278.500635,,77.205867,-186.147411,,1.5e-05
0.987581,,,0.199518,,-0.002335,,-0.010924,300.340923,-226.275607,110.379334,,4e-06,5e-06
1.001089,-0.200832,0.693703,0.274422,0.586317,0.08072,0.003392,0.028359,,,84.451612,-163.497306,,7e-06
0.9952,,,0.017741,0.322677,,,0.008262,332.64387,-234.481968,108.53859,,5e-06,9e-06
0.987378,-0.140818,0.967357,,0.179271,0.004905,-0.034021,,318.349451,-229.505099,,,0.000189,
0.989134,-0.240685,,,,0.015024,-0.003406,0.001137,317.502101,-234.756671,,-181.847211,,
0.990667,,,0.066802,0.393813,,0.021654,,324.758251,-234.86033,110.718452,,,0.000394
,,0.967817,0.100698,0.195724,,,,307.498616,,117.756165,-170.600582,,0.000271
0.989013,-0.122415,,0.07756,0.161525,0.001767,,0.003464,328.923258,,,,6.7e-05,0.000489
0.98766,-0.200369,0.948146,,0.137948,-0.010762,0.04255,-0.005079,,,113.465287,-173.616672,8.7e-05,0.000607
0.990638,-0.170709,0.950359,0.180091,0.298745,-0.002481,0.041429,0.00059,318.388824,-232.86808,,-184.189521,3.1e-05,0.000182
1.05072,-0.109986,0.978698,,,-0.033679,,,,-192.591284,98.099464,-183.680288,1e-05,
0.995984,-0.144786,0.209043,,,0.002017,-0.000622,0.002356,253.406226,-170.700573,74.703299,,,
0.992371,,,,0.04943,-0.005255,0.002294,0.001232,250.926154,-169.042475,76.795984,-168.732558,4e-05,0.00016
,,0.172388,0.966459,0.075002,,,-0.000304,254.747604,-170.420932,,-173.382856,6.2e-05,
0.995531,,0.149567,,0.067924,-0.002626,0.001332,0.001131,254.31478,,77.193717,-171.908198,,
,-0.136556,,0.924573,0.136124,-0.001619,,0.003382,250.278251,,79.713124,-163.990106,2.2e-05,0.000125
0.995924,-0.148003,0.135826,,0.034487,0.001211,,,254.44798,-171.365872,73.877991,-172.968687,2.8e-05,0.000106
0.99707,,,,0.207741,-0.002865,0.002755,0.003838,255.321219,-171.092027,75.168814,-173.947632,6.2e-05,
0.995986,,0.150672,0.965907,0.035447,-0.003223,0.001526,0.00422,255.239935,,,-172.726136,,
1.056871,-0.12231,0.740311,0.345798,1.413092,0.036768,-0.095866,0.022642,275.454613,-183.825643,94.729598,,,0.000146
1.012863,-0.207019,,,,,-0.086398,0.006714,,-189.899397,,,,
,-0.159366,0.960739,0.002384,0.075638,-0.000403,-0.002291,-0.003206,,-167.104737,,-208.203825,,0.0
,-0.209839,0.95185,,0.554862,0.004179,,,292.137228,,,-204.760462,2e-06,3e-06
,-0.058818,0.526642,0.830962,0.075396,,,-0.00783,256.207822,,,-169.856701,0.000141,0.000696
0.99389,-0.119146,,,,,-0.001331,0.026186,255.226983,,80.85176,,1.2e-05,0.000112
,-0.005959,,-0.82524,,0.058451,,0.071436,292.57806,,,,1.5e-05,
1.028831,,0.626509,0.486268,1.051734,0.059823,,-0.007096,276.058437,,101.426488,,0.000135,0.000175
,,,,0.134515,-0.00404,0.013104,0.004745,304.654223,-229.269239,,-166.653601,0.000231,0.001851
0.989864,-0.253381,0.954289,,0.114661,0.002291,,0.005046,328.062089,-235.102199,116.566588,-196.856723,8.4e-05,0.000115
0.992747,-0.251182,0.374479,0.558657,0.308593,,-0.036831,,310.821673,-233.617078,94.224437,-179.947984,5e-06,1.2e-05
0.988925,-0.121608,0.965154,0.049071,,0.007613,-0.002087,,320.735113,-230.741697,120.021712,-187.47999,0.000219,0.001743
,-0.308218,0.902673,,,-0.010422,0.00374,-0.005548,320.476157,-235.939188,114.064659,-184.256505,0.000543,
,-0.12457,0.967095,0.040549,,0.008206,0.019785,0.011097,320.309284,-230.248947,,-186.831382,,
0.988472,,0.955208,0.156715,0.096487,,,,316.628158,-200.746997,,,,
0.990421,-0.056879,0.960723,0.07752,0.229553,0.008801,,,,-227.503406,123.624123,-184.482623,,5e-06
0.989299,-0.213663,0.939657,0.114576,0.239571,,,,317.798106,-233.790485,115.75151,-181.31759,6e-06,6e-06
0.987518,-0.159448,,,0.149906,,-0.01419,-0.00745,309.898368,-228.735283,117.248447,-172.922091,8e-06,8e-06
0.990088,,0.787726,0.35268,0.341022,-0.060381,,-0.003584,302.977432,-220.686663,102.65699,-178.44566,6e-06,9e-06
0.986082,-0.012179,0.984451,,0.037114,0.002292,,,326.957234,-230.44596,120.239549,-198.327012,5e-06,8e-06
0.987872,,,,0.083902,-0.000869,0.000903,-0.002346,327.83035,,120.414757,-213.179676,2e-06,9e-06
0.986867,,0.984619,,0.041806,-0.000366,-0.007414,0.002954,326.20914,-226.360594,,,,5e-06
0.986708,0.003408,0.984543,,0.06092,-0.000611,,0.001051,325.627606,-227.233209,,-199.583872,1e-06,6e-06
0.991108,,0.973782,,0.292052,-0.001753,0.008093,-0.022415,326.27807,-225.339681,,-202.523826,,2e-06
1.014591,-0.14781,,0.107721,,-0.041818,0.118963,0.058843,,-171.296124,117.930733,-188.577506,,
,-0.174502,0.95893,,,0.003176,-0.006967,0.003698,,-216.137088,97.985004,-189.188047,,
,-0.104724,,0.048648,1.439796,-0.011074,-0.296789,0.030124,,-194.861887,102.430201,,7e-06,
1.031622,,0.614513,,1.133741,,-0.127402,0.007492,275.693046,-186.939888,90.040987,-179.931134,0.000204,0.001159
,-0.187902,,,,0.034057,-0.153351,,291.127935,-175.206796,,-200.341066,,0.001585
0.999081,-0.173289,,0.404493,,-0.0568,-0.029284,-0.053548,,,,,6e-06,7e-06
0.986662,,0.980683,-0.063299,,0.001102,-0.009085,0.006333,327.773984,-225.246754,118.959811,,4e-06,7e-06
0.998882,-0.125231,0.962631,0.042916,0.709742,,0.325622,0.050308,298.066883,-203.43223,111.261765,,,5e-06
,-0.112408,0.986124,,,-0.04194,-0.029606,0.083625,,-200.184496,109.995881,,0.00058,0.004171
0.986081,-0.188333,0.960035,0.065954,,0.002524,,,,-202.456601,,-213.046543,0.00024,0.000497
0.989104,-0.114145,0.967884,0.001339,0.185449,0.009115,0.001579,,,-193.239629,123.391792,-214.702178,,0.000856
,,0.962923,,,0.010509,,-0.001789,327.543345,-234.564593,,-201.15505,4e-06,
,,0.544074,0.814547,0.094324,-0.008728,-8e-06,0.005654,260.260028,,95.193834,-173.01466,,0.000763
1.03154,-0.156685,0.963079,0.009219,,0.024743,-0.166493,0.04726,,-196.292709,109.859466,-208.55018,,0.000924
1.072996,-0.116436,,0.115608,1.621013,-0.076907,0.04677,0.10359,307.080917,-210.818556,114.218765,-190.773163,,1.7e-05
,,,,,0.002579,0.002545,,267.083796,-177.671194,,-173.782048,0.000397,0.002273
0.993583,,0.240421,,0.087879,,,,,-179.131633,98.706083,-173.715689,1.5e-05,4.8e-05
,,,0.910251,,,-0.000858,0.001462,266.697736,,99.632849,,3.6e-05,9.7e-05
0.996283,,0.191429,0.945996,0.159265,0.004611,-0.003256,-0.006036,256.290913,-171.689938,,-172.826402,,
0.990516,-0.122553,,,0.056011,-0.002305,0.001801,0.003637,254.178021,-169.884401,80.607705,-171.015999,5.2e-05,
1.036093,-0.140096,0.533891,0.54521,0.932585,0.054246,,,273.020329,,92.464903,-185.54644,,
0.997929,-0.44843,-0.056023,0.826988,,,0.006502,-0.0556,277.028706,-216.380244,39.701237,,,5e-06
1.010954,-0.131945,0.968957,0.047477,,0.026063,,,279.572362,,,-190.866148,0.000174,0.000563
0.996168,-0.05274,0.077809,0.991692,,-0.000277,,,274.670681,-190.651829,104.80488,-167.662501,,1e-06
0.994378,,0.077155,,0.011246,0.000171,,,275.151483,-191.137713,104.966446,-167.79605,1e-06,5e-06
1.030909,-0.134066,0.850294,0.189823,1.108456,-0.010712,0.281289,0.065129,300.088565,-197.387449,114.218978,-193.853739,7e-06,4e-06
,-0.128977,0.982375,,,,,0.086215,,-196.876027,,,,4e-06
,-0.045563,,-0.037637,,-0.004379,-0.008557,0.004778,324.62436,,,-217.113136,1e-05,1.3e-05
,-0.157437,0.968515,,,0.007858,-0.254306,0.026087,298.971315,-193.321611,113.733214,,,9e-06
,-0.528302,0.473132,0.59999,0.22748,,-0.005453,,318.560925,-230.547473,115.703552,-185.825187,1e-06,3e-06
1.033273,,,-0.859913,0.788196,,,0.070526,,,,-212.720159,,
1.027269,-0.234107,0.945373,0.051363,,-0.071856,0.128643,,300.285803,-199.152209,114.019258,-191.849461,,
0.992238,-0.167805,,,0.498186,0.007363,-0.06772,-0.02248,320.216353,-217.575208,,-200.115156,0.000196,0.000593
0.988035,,0.949676,0.052236,,0.009949,-0.02996,-0.007522,318.595521,-231.102461,115.213312,-186.176326,,
0.986809,,0.935232,0.118193,0.075705,-0.000342,,,,-234.468447,,,4e-06,1.2e-05
1.005154,-0.230942,0.951298,0.043501,,-0.050605,0.095809,0.053043,303.949758,-209.45319,,-185.266444,5e-06,1.1e-05
0.989732,,,-0.05566,,,,,,-192.881441,119.540425,,3e-06,
0.99299,,0.389701,0.907798,0.103876,0.004867,-0.004062,-0.006441,252.647185,-168.785369,,,0.0002,
,,0.368608,0.92027,0.063787,-0.007286,-0.000493,,,-168.964356,80.299707,,,
0.988955,-0.080057,0.374618,0.911717,0.013501,-8.5e-05,,,253.141976,,82.86089,-169.35662,,7.3e-05
0.996059,-0.057275,0.329184,0.933024,0.083923,-0.011579,0.000815,0.006377,252.507562,,,-169.654714,,
0.997179,-0.104535,0.136929,,0.224277,0.002221,0.000174,,,-169.22511,81.970572,-173.636225,,0.000308
0.996234,,0.104319,,0.174297,,0.002321,0.003865,256.541085,,78.891865,,0.000113,0.000547
1.026958,-0.090249,,,1.022633,,-0.087,,317.777379,,119.213456,-201.022541,,0.000275
0.992839,-0.325324,0.407812,,,-0.069652,-0.010311,-0.040636,313.611304,-234.642498,90.74075,-184.515698,8e-06,1.4e-05
0.989187,-0.187201,0.955037,0.09919,0.371601,,-0.007362,-0.001721,321.472958,-234.294826,115.83208,-187.008616,,4e-06
